id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1172,42,blue-collar,married,secondary,no,230,yes,no,unknown,5,jun,175,7,-1,0,unknown,no
216,45,technician,married,secondary,no,1410,no,no,cellular,11,aug,71,2,-1,0,unknown,no
3464,33,self-employed,single,secondary,no,238,yes,yes,cellular,5,feb,45,5,-1,0,unknown,no
1653,53,blue-collar,married,primary,no,306,no,no,cellular,28,jul,388,3,181,1,success,yes
547,54,management,married,tertiary,no,0,no,no,cellular,16,jul,118,5,-1,0,unknown,no
4108,84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,3,-1,0,unknown,yes
660,36,technician,divorced,secondary,no,666,yes,yes,cellular,3,apr,190,1,133,1,other,no
2159,33,services,married,secondary,no,386,no,no,cellular,12,nov,253,1,92,4,failure,yes
2773,35,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,171,1,-1,0,unknown,yes
4444,31,technician,single,secondary,no,775,no,no,cellular,2,feb,361,1,-1,0,unknown,no
651,27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,failure,no
3888,37,technician,divorced,secondary,no,23,no,no,cellular,20,aug,289,2,-1,0,unknown,no
3108,38,blue-collar,married,primary,no,1679,yes,no,unknown,20,jun,21,18,-1,0,unknown,no
1430,34,blue-collar,married,secondary,no,-563,yes,no,unknown,26,may,252,1,-1,0,unknown,no
2486,50,unknown,married,unknown,no,558,no,no,cellular,9,jul,464,1,683,6,failure,yes
753,53,technician,married,secondary,no,65,no,no,cellular,25,aug,41,2,-1,0,unknown,no
2276,42,blue-collar,married,primary,no,704,yes,yes,telephone,31,jul,88,10,-1,0,unknown,no
513,48,management,divorced,tertiary,no,108,yes,no,unknown,27,may,89,2,-1,0,unknown,no
1097,45,management,divorced,tertiary,no,2096,no,no,cellular,21,nov,127,1,100,2,failure,no
116,30,services,married,secondary,no,1808,yes,no,cellular,18,may,83,2,-1,0,unknown,no
2834,59,housemaid,married,primary,no,235,no,no,cellular,13,aug,119,2,-1,0,unknown,no
4202,37,blue-collar,divorced,secondary,no,33,yes,no,cellular,20,nov,106,2,167,1,failure,no
1095,36,technician,married,secondary,no,300,no,no,unknown,9,jun,287,1,-1,0,unknown,no
3297,28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,474,3,95,3,other,yes
217,30,blue-collar,married,secondary,no,975,yes,no,cellular,13,may,256,2,351,2,failure,no
3717,59,management,married,tertiary,no,1585,no,no,telephone,28,aug,91,5,-1,0,unknown,no
2035,51,technician,divorced,tertiary,no,0,no,no,cellular,28,aug,84,7,-1,0,unknown,no
4468,42,housemaid,married,primary,no,1,yes,no,telephone,28,jul,59,5,-1,0,unknown,no
2801,32,technician,single,tertiary,no,1100,yes,yes,cellular,11,aug,67,1,-1,0,unknown,no
1599,25,student,married,tertiary,no,0,yes,no,cellular,9,jul,160,1,-1,0,unknown,no
1184,37,technician,married,secondary,no,430,no,no,cellular,27,aug,154,4,-1,0,unknown,no
2075,69,retired,married,tertiary,no,473,no,no,cellular,7,jul,112,1,78,1,failure,no
622,32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,426,1,-1,0,unknown,no
2552,23,services,married,secondary,no,-19,yes,no,unknown,20,jun,13,10,-1,0,unknown,no
4230,37,management,married,tertiary,no,4039,no,yes,cellular,25,jul,106,2,-1,0,unknown,no
3322,30,blue-collar,single,secondary,no,178,yes,no,unknown,20,may,747,5,-1,0,unknown,no
3962,52,blue-collar,married,primary,no,1331,yes,no,cellular,29,jul,213,2,-1,0,unknown,no
1646,38,technician,single,tertiary,no,2273,yes,no,cellular,17,apr,222,1,-1,0,unknown,no
3217,34,technician,married,secondary,no,50,no,no,cellular,11,aug,106,3,-1,0,unknown,no
3821,31,blue-collar,married,secondary,no,191,yes,no,unknown,2,jun,40,1,-1,0,unknown,no
1085,33,blue-collar,married,secondary,no,661,yes,no,cellular,18,jul,968,1,-1,0,unknown,yes
3498,58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes
2721,31,blue-collar,single,primary,no,-280,no,no,unknown,21,may,281,3,-1,0,unknown,no
1687,44,technician,divorced,secondary,no,809,yes,no,unknown,15,may,118,4,-1,0,unknown,no
2049,59,technician,married,primary,no,4198,no,no,cellular,14,jan,309,1,91,10,success,yes
826,48,technician,married,secondary,no,454,yes,no,cellular,10,jul,114,1,-1,0,unknown,no
28,56,self-employed,married,secondary,no,784,no,yes,cellular,30,jul,149,2,-1,0,unknown,no
2796,56,admin.,married,secondary,no,1270,yes,no,cellular,17,nov,80,2,165,2,other,no
1685,31,services,married,secondary,no,1062,yes,yes,cellular,6,apr,230,1,-1,0,unknown,no
1295,24,management,single,tertiary,no,172,no,no,cellular,3,jul,67,2,-1,0,unknown,no
3200,24,student,single,unknown,no,3298,yes,no,unknown,28,may,227,1,-1,0,unknown,no
3397,36,admin.,married,secondary,no,998,yes,no,unknown,14,may,1044,2,-1,0,unknown,no
3139,34,technician,single,secondary,no,1076,no,no,cellular,8,aug,70,2,-1,0,unknown,no
3360,79,retired,married,primary,no,429,no,no,telephone,8,jul,1006,2,-1,0,unknown,yes
4460,40,technician,married,secondary,no,-396,yes,no,unknown,26,may,127,1,-1,0,unknown,no
3800,32,technician,married,secondary,no,3333,no,no,cellular,8,aug,50,4,-1,0,unknown,no
1212,36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,98,1,failure,yes
2541,47,self-employed,married,unknown,no,14,yes,no,cellular,15,may,142,1,-1,0,unknown,no
2182,43,entrepreneur,married,secondary,no,104,yes,no,cellular,18,jul,635,3,-1,0,unknown,yes
158,27,self-employed,single,secondary,no,50,no,no,cellular,29,jan,168,1,-1,0,unknown,no
2013,31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,1126,1,335,1,failure,no
3635,32,management,married,tertiary,no,553,yes,no,cellular,22,jul,72,1,-1,0,unknown,no
846,38,technician,single,secondary,no,4366,yes,no,cellular,29,jul,188,2,-1,0,unknown,no
808,32,technician,single,secondary,no,271,yes,no,cellular,13,may,80,2,268,2,other,no
3372,32,management,single,tertiary,no,1160,yes,yes,unknown,11,jun,450,2,-1,0,unknown,no
130,41,blue-collar,married,primary,no,168,yes,no,cellular,18,nov,187,3,-1,0,unknown,no
3566,35,services,married,secondary,no,181,yes,no,cellular,31,jul,5,3,-1,0,unknown,no
2015,40,management,single,tertiary,no,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes
3790,42,blue-collar,single,primary,no,92,no,no,cellular,30,jul,86,2,-1,0,unknown,no
4314,31,technician,single,secondary,no,1626,no,no,cellular,7,may,356,2,286,3,failure,no
1555,34,entrepreneur,married,tertiary,no,412,yes,yes,cellular,8,jul,164,1,-1,0,unknown,no
1214,40,services,married,secondary,no,0,no,no,unknown,12,jun,543,2,-1,0,unknown,no
1228,33,admin.,married,secondary,no,4902,yes,no,cellular,20,nov,110,1,-1,0,unknown,no
1907,59,management,divorced,tertiary,no,7813,yes,no,cellular,21,nov,75,1,-1,0,unknown,no
1205,39,blue-collar,married,unknown,no,0,no,no,cellular,2,feb,731,1,193,3,failure,no
2659,59,admin.,married,secondary,no,92,yes,no,cellular,12,may,139,2,350,1,failure,no
2593,46,management,single,secondary,no,295,yes,no,unknown,23,may,141,6,-1,0,unknown,no
1468,38,management,married,tertiary,no,0,yes,no,cellular,13,may,537,5,303,2,failure,no
566,26,self-employed,single,tertiary,no,211,no,no,cellular,29,jan,168,3,-1,0,unknown,no
2006,51,blue-collar,married,primary,no,1869,no,no,unknown,17,jun,30,3,-1,0,unknown,no
100,36,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,337,1,-1,0,unknown,no
1123,35,technician,married,tertiary,no,188,no,no,cellular,26,aug,286,2,-1,0,unknown,no
2505,56,management,divorced,tertiary,no,-59,no,yes,cellular,28,jul,127,6,-1,0,unknown,no
3857,50,entrepreneur,married,tertiary,no,433,yes,no,cellular,18,may,47,4,-1,0,unknown,no
754,35,blue-collar,married,secondary,no,1949,yes,no,unknown,2,jun,200,3,-1,0,unknown,no
1348,36,management,married,tertiary,no,61,no,yes,cellular,19,aug,452,2,-1,0,unknown,no
51,37,technician,single,secondary,no,228,yes,no,cellular,20,aug,1740,2,-1,0,unknown,no
213,57,self-employed,married,secondary,no,11494,no,no,cellular,19,nov,198,1,-1,0,unknown,no
3785,49,blue-collar,single,primary,no,3018,yes,no,unknown,15,may,93,1,-1,0,unknown,no
3475,32,technician,single,secondary,no,0,no,no,cellular,21,aug,126,2,-1,0,unknown,no
175,43,admin.,married,secondary,no,-465,yes,yes,cellular,23,jul,166,1,-1,0,unknown,no
3870,49,blue-collar,single,primary,no,1040,no,no,cellular,8,jul,474,2,-1,0,unknown,no
615,31,blue-collar,married,secondary,no,-45,yes,no,unknown,2,jun,184,1,-1,0,unknown,no
3728,53,technician,married,secondary,no,0,no,no,cellular,22,aug,77,9,-1,0,unknown,no
4400,48,admin.,married,secondary,no,5,yes,no,unknown,7,may,697,2,-1,0,unknown,no
674,41,unemployed,divorced,secondary,no,1281,no,no,cellular,31,jul,45,3,-1,0,unknown,no
3618,45,admin.,married,secondary,no,248,no,no,cellular,16,jul,212,2,-1,0,unknown,no
3149,31,services,married,secondary,no,500,yes,no,unknown,6,jun,19,18,-1,0,unknown,no
4140,54,self-employed,divorced,primary,no,4382,yes,no,telephone,18,may,193,4,-1,0,unknown,no
1762,35,self-employed,single,tertiary,no,44,no,no,cellular,7,sep,310,2,96,2,other,no
718,40,blue-collar,married,secondary,no,498,yes,no,cellular,8,may,55,2,298,4,failure,no
4125,30,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,435,1,-1,0,unknown,yes
3615,31,admin.,single,secondary,no,757,no,no,cellular,3,feb,343,2,-1,0,unknown,no
1049,25,services,married,secondary,no,72,yes,no,cellular,23,jul,305,2,-1,0,unknown,no
224,54,management,married,primary,no,1691,yes,no,cellular,20,nov,186,1,-1,0,unknown,no
590,45,self-employed,married,tertiary,no,334,no,no,unknown,5,jun,87,2,-1,0,unknown,no
2478,50,admin.,divorced,secondary,no,769,no,no,cellular,28,jul,72,2,363,4,failure,no
1377,36,blue-collar,married,primary,no,0,yes,no,cellular,18,nov,618,2,-1,0,unknown,no
61,63,retired,married,secondary,no,415,yes,no,cellular,7,oct,323,1,-1,0,unknown,no
1854,34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,-1,0,unknown,yes
1926,31,technician,single,secondary,no,391,no,no,cellular,13,aug,336,2,-1,0,unknown,no
1125,38,blue-collar,divorced,secondary,no,2998,yes,no,unknown,11,jun,91,1,-1,0,unknown,no
2951,36,technician,married,secondary,no,55,yes,no,cellular,13,may,38,2,369,4,failure,no
1153,41,management,divorced,tertiary,no,369,yes,no,telephone,22,aug,9,3,-1,0,unknown,no
1639,27,entrepreneur,single,secondary,no,376,yes,yes,cellular,5,may,273,1,-1,0,unknown,no
2865,51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,655,4,-1,0,unknown,yes
4201,36,unemployed,married,secondary,no,-872,yes,yes,cellular,20,nov,153,1,183,1,failure,no
1824,37,admin.,single,secondary,no,781,no,no,cellular,20,aug,75,1,-1,0,unknown,no
1162,55,services,married,secondary,no,186,yes,yes,unknown,9,may,241,1,-1,0,unknown,no
1292,49,technician,married,secondary,no,1091,no,no,telephone,30,jul,47,2,-1,0,unknown,no
110,21,student,single,secondary,no,2488,no,no,cellular,30,jun,258,6,169,3,success,yes
4033,37,management,married,tertiary,no,3288,no,no,cellular,8,aug,124,2,-1,0,unknown,no
2314,54,blue-collar,divorced,primary,no,-182,no,no,cellular,9,jul,98,1,-1,0,unknown,no
310,49,blue-collar,married,secondary,no,8545,yes,yes,cellular,6,may,199,7,167,1,failure,no
4233,31,management,married,tertiary,no,582,yes,no,cellular,15,jul,58,2,-1,0,unknown,no
3043,40,blue-collar,married,primary,no,1397,yes,no,telephone,12,may,58,2,334,1,failure,no
3739,41,management,married,tertiary,no,437,yes,no,unknown,3,jun,14,21,-1,0,unknown,no
4074,53,management,married,primary,no,4086,no,no,unknown,20,jun,14,3,-1,0,unknown,no
2652,50,entrepreneur,married,secondary,no,1011,yes,no,telephone,30,jul,340,2,-1,0,unknown,no
1347,29,self-employed,married,tertiary,no,751,yes,no,unknown,23,may,121,2,-1,0,unknown,no
2497,42,blue-collar,married,primary,no,505,yes,no,unknown,14,may,521,2,-1,0,unknown,no
1413,42,blue-collar,married,primary,no,1520,yes,no,cellular,5,feb,115,1,-1,0,unknown,no
4289,56,admin.,married,secondary,no,1504,yes,no,unknown,29,may,66,2,-1,0,unknown,no
3072,55,management,married,tertiary,no,2366,yes,yes,cellular,30,jul,94,4,-1,0,unknown,no
293,53,technician,divorced,secondary,no,0,yes,yes,cellular,15,jul,135,5,-1,0,unknown,no
1469,59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,yes
1047,27,blue-collar,married,secondary,no,872,yes,no,cellular,17,apr,1130,3,-1,0,unknown,no
140,32,management,divorced,tertiary,no,948,no,no,cellular,12,aug,204,2,-1,0,unknown,no
778,33,blue-collar,married,primary,no,0,yes,no,unknown,15,may,270,1,-1,0,unknown,no
819,27,services,married,secondary,no,58,yes,no,cellular,7,may,113,1,337,2,other,no
2517,48,blue-collar,married,unknown,no,131,yes,no,unknown,6,may,189,1,-1,0,unknown,no
2978,34,management,single,tertiary,no,178,yes,no,cellular,15,may,14,2,-1,0,unknown,no
3294,40,management,married,tertiary,no,1217,yes,yes,cellular,18,nov,155,1,-1,0,unknown,no
764,28,services,married,secondary,no,0,yes,no,cellular,5,may,335,2,281,8,failure,no
1208,28,management,married,tertiary,no,3694,no,yes,cellular,8,jul,70,2,-1,0,unknown,no
2398,51,entrepreneur,married,secondary,yes,-2082,no,yes,cellular,28,jul,123,6,-1,0,unknown,no
3308,49,management,married,secondary,no,362,yes,no,unknown,4,jun,84,2,-1,0,unknown,no
3406,24,admin.,single,secondary,no,926,yes,yes,cellular,15,may,191,1,-1,0,unknown,no
1443,39,technician,single,secondary,no,102,yes,no,cellular,14,aug,272,2,-1,0,unknown,no
3410,36,management,married,tertiary,no,9324,yes,no,cellular,30,mar,138,8,-1,0,unknown,no
2575,45,blue-collar,married,secondary,no,827,yes,no,unknown,15,may,319,5,-1,0,unknown,no
900,33,technician,single,secondary,no,5235,no,no,cellular,7,aug,67,3,-1,0,unknown,no
3408,38,management,single,tertiary,no,8669,yes,no,telephone,20,apr,5,3,150,6,failure,no
4324,50,management,divorced,tertiary,no,100,yes,yes,cellular,13,may,157,1,299,3,failure,no
3972,50,self-employed,married,secondary,no,2061,yes,yes,cellular,29,jan,197,2,244,3,failure,no
3674,39,management,single,tertiary,no,0,yes,no,cellular,12,may,561,4,369,3,failure,no
3581,47,self-employed,married,tertiary,no,4543,yes,no,unknown,14,may,162,1,-1,0,unknown,no
3951,50,technician,single,secondary,no,246,yes,no,cellular,17,nov,270,1,123,2,failure,no
4084,45,unemployed,married,primary,no,180,yes,yes,unknown,27,may,62,2,-1,0,unknown,no
1456,36,admin.,married,secondary,no,-423,yes,yes,unknown,13,may,106,1,-1,0,unknown,no
4221,47,technician,married,unknown,no,2106,yes,no,unknown,6,may,168,1,-1,0,unknown,no
1712,29,blue-collar,single,secondary,no,309,yes,no,cellular,11,may,471,3,-1,0,unknown,no
4145,52,blue-collar,married,primary,no,1141,yes,no,cellular,12,may,22,5,-1,0,unknown,no
1266,54,unknown,married,unknown,no,895,no,no,cellular,7,oct,335,1,-1,0,unknown,yes
1965,40,management,single,tertiary,no,0,no,no,cellular,26,aug,58,7,-1,0,unknown,no
739,46,services,married,secondary,no,1034,no,no,cellular,8,aug,109,2,-1,0,unknown,no
3626,34,technician,married,secondary,no,114,yes,yes,cellular,4,jun,153,1,309,3,other,no
2685,45,admin.,divorced,secondary,no,0,no,no,cellular,29,oct,264,1,-1,0,unknown,yes
653,45,services,married,secondary,no,1343,no,yes,cellular,8,jul,220,1,-1,0,unknown,no
2724,48,services,single,unknown,no,5095,yes,no,unknown,16,jun,71,1,-1,0,unknown,no
1251,44,admin.,married,secondary,no,2403,yes,no,cellular,28,jan,180,2,-1,0,unknown,no
854,42,management,married,secondary,no,-105,yes,no,cellular,28,aug,60,2,-1,0,unknown,no
2772,48,management,single,tertiary,no,414,no,no,cellular,21,jul,761,2,-1,0,unknown,no
3656,33,student,single,unknown,no,5969,no,no,cellular,4,sep,156,2,127,8,failure,no
1837,39,technician,divorced,tertiary,yes,3,no,no,cellular,6,may,488,1,-1,0,unknown,yes
2230,48,blue-collar,single,secondary,no,-552,no,yes,cellular,21,nov,150,2,-1,0,unknown,no
1234,35,management,married,tertiary,no,8,yes,no,unknown,23,may,55,4,-1,0,unknown,no
2177,27,student,single,secondary,no,671,yes,no,unknown,7,may,332,2,-1,0,unknown,no
2948,36,management,single,secondary,no,1511,yes,no,cellular,16,nov,270,1,-1,0,unknown,yes
487,52,blue-collar,married,primary,no,779,yes,no,unknown,16,may,30,3,-1,0,unknown,no
4158,43,blue-collar,married,primary,no,483,yes,no,cellular,12,may,225,3,-1,0,unknown,no
815,32,blue-collar,married,secondary,no,456,no,no,cellular,12,may,121,1,-1,0,unknown,no
309,38,admin.,married,tertiary,no,605,no,no,cellular,18,nov,147,2,-1,0,unknown,no
2312,34,admin.,married,secondary,no,50,yes,no,unknown,20,may,89,2,-1,0,unknown,no
734,28,admin.,single,secondary,no,26,yes,no,cellular,7,may,227,2,-1,0,unknown,no
1928,22,student,single,primary,no,3472,no,no,cellular,20,oct,332,1,183,3,failure,yes
149,37,technician,single,unknown,no,391,yes,no,unknown,8,may,103,3,-1,0,unknown,no
4204,49,blue-collar,married,primary,no,902,no,no,unknown,9,jun,210,2,-1,0,unknown,no
2822,38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,-1,0,unknown,yes
4152,21,student,single,secondary,no,6844,no,no,cellular,14,aug,126,3,127,7,other,no
3749,37,management,married,tertiary,no,410,no,no,cellular,29,jan,337,2,-1,0,unknown,no
2793,54,services,married,unknown,no,7864,yes,no,unknown,15,may,145,4,-1,0,unknown,no
2885,26,services,single,secondary,no,50,yes,no,cellular,12,aug,153,1,-1,0,unknown,no
3843,50,unknown,married,primary,no,341,yes,yes,cellular,20,apr,670,4,340,2,success,yes
2326,32,services,married,secondary,no,55,yes,no,unknown,15,may,546,9,-1,0,unknown,no
873,29,technician,single,tertiary,no,2485,no,no,telephone,24,jul,48,6,-1,0,unknown,no
1865,38,management,married,tertiary,no,950,no,no,cellular,5,aug,210,2,-1,0,unknown,no
1371,28,technician,single,secondary,no,126,no,no,cellular,3,mar,229,1,-1,0,unknown,no
2767,47,self-employed,married,secondary,no,1121,no,no,unknown,20,jun,454,6,-1,0,unknown,no
2744,57,unemployed,married,primary,no,0,no,no,unknown,9,jun,540,1,-1,0,unknown,no
3893,40,blue-collar,married,secondary,no,61,yes,no,unknown,7,may,112,3,-1,0,unknown,no
2843,33,management,single,tertiary,no,1439,yes,no,cellular,3,jun,178,2,-1,0,unknown,no
4088,42,blue-collar,married,primary,no,260,yes,no,telephone,31,jul,175,2,-1,0,unknown,no
288,41,management,married,tertiary,no,49,yes,no,cellular,17,jul,312,5,-1,0,unknown,no
3921,37,entrepreneur,married,tertiary,no,7944,no,no,cellular,21,nov,102,1,-1,0,unknown,no
3551,42,management,married,secondary,no,2416,yes,no,unknown,20,may,138,4,-1,0,unknown,no
1713,56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,jan,90,2,232,1,failure,no
2085,33,blue-collar,married,secondary,no,-77,yes,no,cellular,28,jul,151,3,-1,0,unknown,no
879,28,technician,single,tertiary,no,183,yes,yes,unknown,28,may,62,2,-1,0,unknown,no
3504,48,management,married,tertiary,no,0,no,no,cellular,26,aug,60,5,-1,0,unknown,no
1157,55,blue-collar,married,unknown,no,23,no,no,cellular,13,aug,123,2,-1,0,unknown,no
3541,37,entrepreneur,married,tertiary,no,310,no,no,cellular,1,sep,76,1,-1,0,unknown,no
2599,52,management,married,tertiary,no,-1224,yes,no,cellular,7,may,253,4,-1,0,unknown,no
1925,33,services,married,secondary,no,0,yes,no,telephone,22,jul,44,8,-1,0,unknown,no
1062,50,technician,married,secondary,no,-568,yes,yes,unknown,28,may,860,2,-1,0,unknown,no
2791,32,technician,married,secondary,no,782,yes,no,unknown,26,may,116,4,-1,0,unknown,no
2129,41,admin.,married,primary,no,-306,yes,no,unknown,15,may,500,1,-1,0,unknown,yes
2928,32,technician,single,tertiary,no,930,no,no,cellular,27,aug,85,7,-1,0,unknown,no
352,39,management,married,tertiary,no,278,no,yes,cellular,28,jul,60,3,-1,0,unknown,no
3767,55,housemaid,married,secondary,no,139,no,no,cellular,22,aug,256,2,-1,0,unknown,no
1640,39,management,married,tertiary,no,12,yes,no,unknown,23,may,130,1,-1,0,unknown,no
2390,24,retired,single,secondary,no,366,no,yes,unknown,16,may,234,2,-1,0,unknown,no
1372,33,technician,divorced,tertiary,no,-386,yes,no,unknown,23,may,530,1,-1,0,unknown,no
3027,40,management,married,tertiary,no,0,no,no,cellular,10,nov,147,1,96,8,success,yes
612,26,entrepreneur,single,tertiary,no,81,no,no,cellular,21,jul,262,3,-1,0,unknown,no
445,24,blue-collar,married,secondary,no,1222,yes,no,cellular,20,apr,369,1,-1,0,unknown,no
2755,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,no
3712,49,blue-collar,married,primary,no,1032,yes,no,unknown,2,jun,41,5,-1,0,unknown,no
1156,38,blue-collar,married,secondary,no,284,yes,yes,unknown,3,jun,1030,6,-1,0,unknown,no
630,30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,unknown,yes
4024,48,blue-collar,single,tertiary,no,2330,yes,no,unknown,4,jun,15,1,-1,0,unknown,no
3001,43,management,married,secondary,no,-26,yes,no,unknown,16,may,343,1,-1,0,unknown,no
574,35,services,divorced,secondary,no,67,yes,no,cellular,5,may,192,2,-1,0,unknown,no
2991,37,management,divorced,tertiary,no,0,yes,no,cellular,11,may,217,6,-1,0,unknown,no
3146,32,housemaid,married,tertiary,no,357,yes,no,cellular,18,nov,175,2,-1,0,unknown,no
2355,30,services,married,secondary,no,1286,yes,yes,cellular,17,jul,544,1,-1,0,unknown,no
286,47,admin.,married,secondary,no,1060,yes,no,unknown,6,jun,83,3,-1,0,unknown,no
381,39,blue-collar,married,primary,no,3705,yes,no,unknown,16,jun,77,1,-1,0,unknown,no
4291,36,services,married,secondary,no,895,yes,yes,unknown,4,jun,622,1,-1,0,unknown,no
349,47,self-employed,married,tertiary,no,2303,yes,no,cellular,6,may,323,2,364,1,failure,no
89,34,blue-collar,married,secondary,no,1831,yes,no,unknown,20,may,203,2,-1,0,unknown,no
1418,38,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,-1,0,unknown,yes
3204,33,services,married,primary,no,0,yes,no,cellular,18,jul,351,2,-1,0,unknown,no
3798,38,management,single,tertiary,no,0,no,no,cellular,24,jul,164,1,-1,0,unknown,no
1213,49,self-employed,married,secondary,no,2576,yes,no,cellular,15,may,64,6,-1,0,unknown,no
4466,61,management,married,secondary,no,967,no,no,cellular,20,aug,180,1,-1,0,unknown,no
3616,45,management,single,tertiary,no,16,no,no,cellular,31,jul,59,2,-1,0,unknown,no
865,32,blue-collar,single,secondary,no,-255,no,yes,unknown,2,jul,957,3,-1,0,unknown,no
1186,71,technician,married,tertiary,no,383,no,no,cellular,27,oct,327,2,183,3,success,no
495,48,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,339,1,-1,0,unknown,no
2975,48,technician,single,tertiary,no,-551,yes,no,cellular,11,may,168,2,-1,0,unknown,no
1902,34,technician,single,secondary,no,318,no,yes,cellular,25,jul,239,5,-1,0,unknown,no
3073,67,retired,married,tertiary,no,701,no,no,cellular,6,aug,254,2,-1,0,unknown,yes
3026,39,management,divorced,tertiary,no,26,no,no,unknown,18,jun,311,5,-1,0,unknown,no
809,34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown,yes
2186,39,blue-collar,married,secondary,no,1367,no,no,unknown,12,jun,43,1,-1,0,unknown,no
2679,30,services,married,secondary,no,699,yes,no,unknown,29,may,544,1,-1,0,unknown,no
912,43,technician,single,tertiary,no,1017,yes,no,unknown,19,may,257,2,-1,0,unknown,no
3357,53,blue-collar,married,primary,no,25,yes,no,unknown,6,may,266,3,-1,0,unknown,no
1314,48,services,married,primary,yes,-583,yes,no,unknown,2,jun,25,7,-1,0,unknown,no
2365,33,admin.,divorced,secondary,no,661,yes,no,cellular,18,nov,411,1,173,2,other,no
1342,27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,334,2,success,yes
2798,36,blue-collar,married,secondary,no,141,yes,no,unknown,23,may,106,3,-1,0,unknown,no
1428,42,services,married,secondary,no,292,yes,no,cellular,11,may,222,3,-1,0,unknown,no
2097,52,management,divorced,tertiary,no,50,yes,no,unknown,12,jun,84,3,-1,0,unknown,no
4390,40,blue-collar,married,secondary,no,4795,yes,no,cellular,17,apr,57,1,-1,0,unknown,no
1927,71,retired,married,primary,no,4657,no,no,cellular,16,feb,93,5,-1,0,unknown,yes
1895,29,services,single,secondary,no,192,no,no,cellular,30,jan,327,4,-1,0,unknown,no
4273,40,management,married,secondary,no,99,no,no,cellular,9,feb,15,5,-1,0,unknown,no
1055,36,management,single,tertiary,no,3343,no,no,cellular,18,nov,307,1,-1,0,unknown,no
2574,27,services,single,secondary,no,259,yes,no,unknown,23,may,78,10,-1,0,unknown,no
303,35,blue-collar,married,secondary,no,1287,yes,no,cellular,14,jul,330,2,-1,0,unknown,no
860,58,blue-collar,married,primary,no,309,no,no,cellular,19,aug,156,2,-1,0,unknown,no
503,19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,-1,0,unknown,yes
2258,70,retired,married,primary,no,3782,no,no,cellular,16,mar,618,1,-1,0,unknown,no
2730,52,self-employed,married,secondary,no,9,no,yes,unknown,6,jun,44,1,-1,0,unknown,no
4332,27,student,single,secondary,no,8366,no,no,cellular,7,may,458,2,349,1,other,no
504,41,management,married,tertiary,no,3872,no,no,cellular,15,oct,231,1,-1,0,unknown,no
4229,62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success,yes
3395,40,entrepreneur,married,secondary,no,1416,yes,no,unknown,14,may,210,2,-1,0,unknown,no
369,30,entrepreneur,married,secondary,no,946,yes,no,cellular,19,nov,1065,1,183,1,other,no
3436,35,blue-collar,married,secondary,no,444,yes,no,cellular,15,apr,244,3,-1,0,unknown,no
1808,57,admin.,married,secondary,no,808,no,no,cellular,14,jul,417,3,-1,0,unknown,no
642,53,admin.,single,secondary,no,1178,yes,no,unknown,15,may,295,2,-1,0,unknown,no
1990,31,admin.,single,secondary,no,-449,yes,no,unknown,28,may,81,2,-1,0,unknown,no
1113,50,technician,single,secondary,no,3897,no,no,cellular,26,oct,298,1,-1,0,unknown,no
1787,39,management,married,tertiary,no,0,yes,no,unknown,2,jun,46,2,-1,0,unknown,no
1708,38,management,married,tertiary,no,76,yes,no,cellular,7,jul,196,3,-1,0,unknown,no
4311,46,admin.,single,secondary,no,1790,yes,no,unknown,5,jun,214,5,-1,0,unknown,no
3788,46,self-employed,married,secondary,no,390,yes,no,cellular,31,jul,208,2,-1,0,unknown,no
614,39,technician,married,tertiary,no,1161,yes,no,cellular,9,apr,236,1,336,1,failure,no
1223,49,management,divorced,tertiary,no,2370,yes,yes,unknown,17,nov,56,1,103,2,other,no
3534,47,admin.,single,secondary,no,1544,yes,no,cellular,6,apr,104,1,312,1,failure,no
